Date,Open,High,Low,Close,Adj Close,Volume
2013-05-21,62.592857,63.639999,62.028572,62.808571,55.540985,114005500
2013-05-22,63.435715,64.050003,62.602856,63.049999,55.754475,110759600
2013-05-23,62.278572,63.737144,62.255714,63.162857,55.854275,88255300
2013-05-24,62.978573,63.665714,62.908573,63.592857,56.234520,69041700
2013-05-28,64.271431,64.444283,62.978573,63.062859,55.765850,96536300
2013-05-29,62.857143,63.928570,62.771427,63.564285,56.209255,82644100
2013-05-30,63.664288,64.928574,63.501427,64.511429,57.046803,88379900
2013-05-31,64.642860,65.300003,64.214287,64.247147,56.813087,96075700
2013-06-03,64.389999,64.622856,63.211430,64.388573,56.938175,93088100
2013-06-04,64.745712,64.918571,63.912857,64.187141,56.760036,73182200
2013-06-05,63.664288,64.388573,63.387142,63.587143,56.229465,72647400
2013-06-06,63.638573,63.857143,62.007141,62.637142,55.389381,104233500
2013-06-07,62.357143,63.320000,61.824287,63.115715,55.812584,101133900
2013-06-10,63.532856,64.154289,62.400002,62.698570,55.443714,112538300
2013-06-11,62.248573,63.251427,61.902859,62.514286,55.280746,71528100
2013-06-12,62.785713,63.035713,61.642857,61.741428,54.597328,66306800
2013-06-13,61.785713,62.448570,61.250000,62.279999,55.073574,71458100
2013-06-14,62.200001,62.327145,61.214287,61.435715,54.326988,67966500
2013-06-17,61.634285,62.242859,61.480000,61.714287,54.573322,64853600
2013-06-18,61.651428,62.128571,61.458572,61.681427,54.544254,48756400
2013-06-19,61.628571,61.665714,60.428570,60.428570,53.436386,77735000
2013-06-20,59.900002,60.854286,59.310001,59.548573,52.658199,89327700
2013-06-21,59.784286,60.000000,58.299999,59.071430,52.236267,120279600
2013-06-24,58.200001,58.380001,56.864285,57.505714,50.851711,120186500
2013-06-25,57.957142,58.255714,56.975716,57.518570,50.863079,78540700
2013-06-26,57.700001,57.827145,56.522858,56.867142,50.287056,91931000
2013-06-27,57.035713,57.341427,56.220001,56.254284,49.745098,84311500
2013-06-28,55.908573,57.181427,55.552856,56.647144,50.092499,144629100
2013-07-01,57.527142,58.895714,57.317142,58.459999,51.695587,97763400
2013-07-02,58.565716,60.232857,58.495716,59.784286,52.866638,117466300
2013-07-03,60.122856,60.425713,59.635715,60.114285,53.158455,60232200
2013-07-05,60.055714,60.470001,59.335712,59.631428,52.731468,68506200
2013-07-08,60.015713,60.142857,58.664288,59.292858,52.432072,74534600
2013-07-09,59.085712,60.500000,58.625713,60.335712,53.354248,88146100
2013-07-10,59.942856,60.685715,59.750000,60.104286,53.149612,70351400
2013-07-11,60.421429,61.178570,60.167141,61.041428,53.978310,81573100
2013-07-12,61.092857,61.398571,60.487144,60.930000,53.879784,69890800
2013-07-15,60.715714,61.637142,60.685715,61.062859,53.997269,60479300
2013-07-16,60.931427,61.529999,60.595715,61.457142,54.345928,54134500
2013-07-17,61.385715,61.745716,61.174286,61.472858,54.359821,49747600
2013-07-18,61.911430,62.124287,61.515713,61.680000,54.542999,54719700
2013-07-19,61.871429,61.997143,60.621429,60.707142,53.682716,67180400
2013-07-22,61.351429,61.392857,60.781429,60.901428,53.854523,51949100
2013-07-23,60.857143,60.994286,59.815716,59.855713,52.929798,92348900
2013-07-24,62.704285,63.512856,62.180000,62.930000,55.648365,147984200
2013-07-25,62.957142,63.057144,62.258572,62.642857,55.394459,57373400
2013-07-26,62.185715,63.005714,62.048573,62.998573,55.709011,50038100
2013-07-29,62.971428,64.284286,62.885715,63.970001,56.568024,62014400
2013-07-30,64.279999,65.307144,64.175713,64.760002,57.266624,77355600
2013-07-31,64.998573,65.334282,64.204285,64.647141,57.166813,80739400
2013-08-01,65.107140,65.257141,64.751427,65.239998,57.691074,51562700
2013-08-02,65.430000,66.121429,65.237144,66.077141,58.431351,68695900
2013-08-05,66.384285,67.238571,66.021431,67.064285,59.304260,79713900
2013-08-06,66.860001,67.412857,66.024284,66.464287,58.773705,83714400
2013-08-07,66.257141,66.714287,65.967140,66.425713,58.739586,74714500
2013-08-08,66.265717,66.300003,65.421425,65.858574,58.622601,63944300
2013-08-09,65.519997,65.779999,64.807144,64.921425,57.788418,66716300
2013-08-12,65.265717,66.949997,65.232857,66.765717,59.430077,91108500
2013-08-13,67.277145,70.665718,66.864288,69.938568,62.254322,220485300
2013-08-14,71.125717,72.035713,70.485718,71.214287,63.389858,189093100
2013-08-15,70.917145,71.771431,69.868568,71.129997,63.314846,122573500
2013-08-16,71.449997,71.848572,71.265717,71.761429,63.876896,90576500
2013-08-19,72.048569,73.391426,72.000000,72.534286,64.564850,127629600
2013-08-20,72.815712,72.938568,71.545715,71.581429,63.716694,89672100
2013-08-21,71.941429,72.449997,71.599998,71.765717,63.880703,83969900
2013-08-22,72.139999,72.227142,71.171425,71.851425,63.957020,61051900
2013-08-23,71.895714,71.907143,71.335716,71.574287,63.710320,55682900
2013-08-26,71.535713,72.885712,71.500000,71.852859,63.958282,82741400
2013-08-27,71.142860,71.787140,69.471428,69.798569,62.129696,106047200
2013-08-28,69.428574,70.828575,69.428574,70.128571,62.423435,76902000
2013-08-29,70.235718,70.928574,70.161430,70.242859,62.525185,59914400
2013-08-30,70.285713,70.421425,69.500000,69.602859,61.955494,68074300
2013-09-03,70.442856,71.514282,69.621429,69.797142,62.128437,82982200
2013-09-04,71.365715,71.748573,70.897141,71.241432,63.414024,86258200
2013-09-05,71.464287,71.525711,70.519997,70.752853,62.979126,59091900
2013-09-06,71.205711,71.339996,69.992859,71.174286,63.354256,89881400
2013-09-09,72.142860,72.559998,71.925713,72.309998,64.365189,85171800
2013-09-10,72.314285,72.492859,69.928574,70.662857,62.899048,185798900
2013-09-11,66.715714,67.669998,66.401428,66.815712,59.474586,224674100
2013-09-12,66.928574,67.914284,66.572861,67.527145,60.107853,101012800
2013-09-13,67.048569,67.404289,66.385712,66.414284,59.117249,74708900
2013-09-16,65.857140,65.944283,63.888573,64.302856,57.237801,135926700
2013-09-17,63.994286,65.672859,63.928570,65.045715,57.899048,99845200
2013-09-18,66.168571,66.621429,65.808571,66.382858,59.089291,114215500
2013-09-19,67.242859,67.975716,67.035713,67.471428,60.058243,101135300
2013-09-20,68.285713,68.364288,66.571426,66.772858,59.436436,174825700
2013-09-23,70.871429,70.987144,68.942856,70.091431,62.390385,190526700
2013-09-24,70.697144,70.781425,69.688568,69.871429,62.194550,91086100
2013-09-25,69.885712,69.948570,68.775711,68.790001,61.231964,79239300
2013-09-26,69.428574,69.794289,69.128571,69.459999,61.828327,59305400
2013-09-27,69.111427,69.238571,68.674286,68.964287,61.387085,57010100
2013-09-30,68.178574,68.808571,67.772858,68.107140,60.624092,65039100
2013-10-01,68.349998,69.877144,68.339996,69.708572,62.049583,88470900
2013-10-02,69.375717,70.257141,69.107140,69.937141,62.253033,72296000
2013-10-03,70.072861,70.335716,68.677139,69.058571,61.471004,80688300
2013-10-04,69.122856,69.228569,68.371429,69.004288,61.422688,64717100
2013-10-07,69.508568,70.378571,69.335716,69.678574,62.022884,78073100
2013-10-08,69.991432,70.091431,68.648575,68.705711,61.156918,72729300
2013-10-09,69.234283,69.684288,68.325714,69.512856,61.875381,75431300
2013-10-10,70.188568,70.339996,69.577141,69.948570,62.263222,69650700
2013-10-11,69.570000,70.548569,69.308571,70.401428,62.666332,66934700
2013-10-14,69.975716,71.082855,69.907143,70.862854,63.077061,65474500
2013-10-15,71.072861,71.714287,70.788574,71.239998,63.412750,80018400
2013-10-16,71.541428,71.790001,71.318573,71.587143,63.721764,62775300
2013-10-17,71.425713,72.111427,71.382858,72.071426,64.152840,63398300
2013-10-18,72.284286,72.751427,72.244286,72.698570,64.711067,72635500
2013-10-21,73.110001,74.900002,73.074287,74.480003,66.296791,99526700
2013-10-22,75.201431,75.492859,72.575714,74.267143,66.107307,133515900
2013-10-23,74.142860,75.095711,74.142860,74.994286,66.754562,78430800
2013-10-24,75.000000,76.067146,74.635712,75.987144,67.638329,96191200
2013-10-25,75.902855,76.175713,75.015717,75.137146,66.881729,84448000
2013-10-28,75.577141,75.857140,74.744286,75.697144,67.380188,137610200
2013-10-29,76.610001,77.035713,73.505714,73.811432,65.701645,158951800
2013-10-30,74.230003,75.360001,73.860001,74.985718,66.746941,88540900
2013-10-31,75.000000,75.355713,74.467140,74.671425,66.467178,68924100
2013-11-01,74.860001,74.971428,73.691429,74.290001,66.127647,68722500
2013-11-04,74.442856,75.260002,74.115715,75.250000,66.982185,61156900
2013-11-05,74.940002,75.555717,74.714287,75.064285,66.816856,66303300
2013-11-06,74.878571,74.980003,74.028572,74.417145,66.627556,55843900
2013-11-07,74.225716,74.741432,73.197144,73.212860,65.549339,65655100
2013-11-08,73.511429,74.447144,73.227142,74.365715,66.581512,69829200
2013-11-11,74.284286,74.524284,73.487144,74.150002,66.388367,56863100
2013-11-12,73.952858,74.845711,73.857140,74.287140,66.511169,51069200
2013-11-13,74.000000,74.607140,73.851425,74.375717,66.590454,49305200
2013-11-14,74.687141,75.611427,74.552856,75.451431,67.553589,70604800
2013-11-15,75.225716,75.584282,74.927139,74.998573,67.148125,79480100
2013-11-18,74.998573,75.312859,74.028572,74.089996,66.334671,61236000
2013-11-19,74.147141,74.768570,73.995712,74.221428,66.452324,52234700
2013-11-20,74.175713,74.345711,73.475716,73.571426,65.870377,48479200
2013-11-21,73.942856,74.458572,73.381432,74.448570,66.655708,65506700
2013-11-22,74.217140,74.594284,74.075714,74.257141,66.484314,55931400
2013-11-25,74.431427,75.124283,74.428574,74.820000,66.988251,57327900
2013-11-26,74.874283,76.591431,74.857140,76.199997,68.223793,100345700
2013-11-27,76.615715,78.000000,76.199997,77.994286,69.830276,90862100
2013-11-29,78.497147,79.761429,78.258568,79.438568,71.123360,79531900
2013-12-02,79.714287,80.618568,78.688568,78.747147,70.504318,118136200
2013-12-03,79.757141,80.911430,79.668571,80.902855,72.434387,112742000
2013-12-04,80.785713,81.312859,80.117142,80.714287,72.265556,94452400
2013-12-05,81.807144,82.162857,80.915718,81.128571,72.636475,111895000
2013-12-06,80.827141,80.964287,79.938568,80.002853,71.628578,86088100
2013-12-09,80.128571,81.368568,80.128571,80.918571,72.448471,80123400
2013-12-10,80.511429,81.125717,80.171425,80.792854,72.335892,69567400
2013-12-11,81.000000,81.567146,79.955711,80.194283,71.799973,89929700
2013-12-12,80.305717,80.762856,80.004288,80.077141,71.695114,65572500
2013-12-13,80.407143,80.411430,79.095711,79.204285,70.913597,83205500
2013-12-16,79.288574,80.377144,79.287140,79.642860,71.306267,70648200
2013-12-17,79.401428,79.919998,79.054283,79.284286,70.985245,57475600
2013-12-18,78.528572,78.778572,76.971428,78.681427,70.445488,141465800
2013-12-19,78.500000,78.571426,77.675713,77.779999,69.638412,80077200
2013-12-20,77.918571,78.801430,77.831429,78.431427,70.221657,109103400
2013-12-23,81.142860,81.531425,80.394287,81.441429,72.916603,125326600
2013-12-24,81.412857,81.697144,80.861427,81.095711,72.607063,41888700
2013-12-26,81.157143,81.357140,80.482857,80.557144,72.124855,51002000
2013-12-27,80.545715,80.629997,79.928574,80.012856,71.637535,56471100
2013-12-30,79.637146,80.012856,78.902855,79.217140,70.925140,63407400
2013-12-31,79.167145,80.182854,79.142860,80.145714,71.756508,55771100
2014-01-02,79.382858,79.575714,78.860001,79.018570,70.747330,58671200
2014-01-03,78.980003,79.099998,77.204285,77.282860,69.193306,98116900
2014-01-06,76.778572,78.114288,76.228569,77.704285,69.570625,103152700
2014-01-07,77.760002,77.994286,76.845711,77.148575,69.073074,79302300
2014-01-08,76.972855,77.937141,76.955711,77.637146,69.510536,64632400
2014-01-09,78.114288,78.122856,76.478569,76.645714,68.622864,69787200
2014-01-10,77.118568,77.257141,75.872856,76.134285,68.164963,76244000
2014-01-13,75.701431,77.500000,75.697144,76.532860,68.521805,94623200
2014-01-14,76.888573,78.104286,76.808571,78.055717,69.885277,83140400
2014-01-15,79.074287,80.028572,78.808571,79.622856,71.288383,97909700
2014-01-16,79.271431,79.550003,78.811432,79.178574,70.890602,57319500
2014-01-17,78.782860,78.867142,77.128571,77.238571,69.153648,106684900
2014-01-21,77.284286,78.581429,77.202858,78.438568,70.228043,82131700
2014-01-22,78.701431,79.612854,78.258568,78.787140,70.540138,94996300
2014-01-23,78.562859,79.500000,77.830002,79.454285,71.137444,100809800
2014-01-24,79.142860,79.374283,77.821426,78.010002,69.844330,107338700
2014-01-27,78.581429,79.257141,77.964287,78.642860,70.410957,138719700
2014-01-28,72.680000,73.571426,71.724289,72.357140,64.783195,266380800
2014-01-29,71.992859,72.481430,71.231430,71.535713,64.047737,125702500
2014-01-30,71.791428,72.357140,70.957146,71.397141,63.923672,169625400
2014-01-31,70.739998,71.647141,70.507141,71.514282,64.028564,116199300
2014-02-03,71.801430,72.532860,71.328575,71.647141,64.147514,100366000
2014-02-04,72.264282,72.779999,71.822861,72.684288,65.076096,94170300
2014-02-05,72.365715,73.611427,72.321426,73.227142,65.562119,82086200
2014-02-06,72.865715,73.357140,72.544289,73.215714,65.944275,64441300
2014-02-07,74.482857,74.704285,73.911430,74.239998,66.866844,92570100
2014-02-10,74.094284,75.998573,74.000000,75.570000,68.064728,86389800
2014-02-11,75.801430,76.821426,75.642860,76.565712,68.961555,70564200
2014-02-12,76.707146,77.080002,76.177139,76.559998,68.956413,77025200
2014-02-13,76.379997,77.835716,76.314285,77.775711,70.051384,76849500
2014-02-14,77.495712,77.997147,77.315712,77.712860,69.994781,68231100
2014-02-18,78.000000,78.741432,77.944283,77.998573,70.252129,65062900
2014-02-19,77.821426,78.127144,76.335716,76.767143,69.142990,78442000
2014-02-20,76.141426,76.714287,75.571426,75.878571,68.342667,76464500
2014-02-21,76.112854,76.367142,74.942856,75.035713,67.583511,69696200
2014-02-24,74.735718,75.702858,74.631432,75.364288,67.879448,72227400
2014-02-25,75.625717,75.652855,74.428574,74.580002,67.173065,57988000
2014-02-26,74.801430,75.000000,73.657143,73.907143,66.567039,69054300
2014-02-27,73.877144,75.540001,73.721428,75.381432,67.894882,75470500
2014-02-28,75.582855,76.107140,74.588570,75.177139,67.710892,92992200
2014-03-03,74.774284,75.807144,74.687141,75.394287,67.906464,59695300
2014-03-04,75.857140,76.091431,75.395714,75.891426,68.354248,64785000
2014-03-05,75.845711,76.392860,75.589996,76.051430,68.498352,50015700
2014-03-06,76.112854,76.348572,75.442856,75.821426,68.291168,46372200
2014-03-07,75.870003,75.997147,75.150002,75.777145,68.251305,55182400
2014-03-10,75.480003,76.190002,75.477142,75.845711,68.313065,44646000
2014-03-11,76.492859,76.962860,76.084282,76.584282,68.978279,69806100
2014-03-12,76.358574,76.764282,76.000000,76.658569,69.045181,49831600
2014-03-13,76.777145,77.094284,75.594284,75.807144,68.278328,64435700
2014-03-14,75.541428,75.841431,74.714287,74.955711,67.511467,59299800
2014-03-17,75.385712,75.709999,75.121429,75.248573,67.775238,49886200
2014-03-18,75.128571,75.995712,75.028572,75.914284,68.374832,52411800
2014-03-19,76.037140,76.605713,75.571426,75.894287,68.356827,56189000
2014-03-20,75.698570,76.095711,75.335716,75.528572,68.027428,52099600
2014-03-21,75.989998,76.250000,75.190002,76.124283,68.563950,93511600
2014-03-24,76.917145,77.214287,76.437141,77.027145,69.377159,88925200
2014-03-25,77.357140,77.964287,77.084282,77.855713,70.123436,70573300
2014-03-26,78.074287,78.428574,76.980003,77.111427,69.453064,74942000
2014-03-27,77.145714,77.357140,76.445717,76.779999,69.154572,55507900
2014-03-28,76.902855,76.991432,76.321426,76.694283,69.077377,50141000
2014-03-31,77.032860,77.258568,76.561432,76.677139,69.061943,42167300
2014-04-01,76.822861,77.410004,76.681427,77.378571,69.693695,50190000
2014-04-02,77.482857,77.639999,77.180000,77.507141,69.809486,45105200
2014-04-03,77.341431,77.500000,76.805717,76.970001,69.325684,40586000
2014-04-04,77.115715,77.142860,75.797142,75.974289,68.428879,68812800
2014-04-07,75.431427,75.842857,74.555717,74.781425,67.354500,72462600
2014-04-08,75.027145,75.160004,74.099998,74.777145,67.350624,60972100
2014-04-09,74.662857,75.784286,74.574287,75.760002,68.235886,51542400
2014-04-10,75.811432,76.034286,74.738571,74.782860,67.355766,59913000
2014-04-11,74.142860,74.690002,73.877144,74.230003,66.857819,67929400
2014-04-14,74.557144,74.594284,73.887146,74.525711,67.124161,51418500
2014-04-15,74.324287,74.519997,73.047142,73.994286,66.645523,66622500
2014-04-16,74.007141,74.441429,73.448570,74.144287,66.780617,53691400
2014-04-17,74.285713,75.394287,74.171425,74.991432,67.543633,71083600
2014-04-21,75.048569,76.019997,74.851425,75.881432,68.345230,45637200
2014-04-22,75.472855,75.975716,75.214287,75.957146,68.413429,50640800
2014-04-23,75.580002,75.875717,74.921425,74.964287,67.519173,98735000
2014-04-24,81.172859,81.428574,80.104286,81.110001,73.054520,189977900
2014-04-25,80.647141,81.712860,80.565712,81.705711,73.591072,97568800
2014-04-28,81.828575,85.107140,81.792854,84.870003,76.441109,167371400
2014-04-29,84.820000,85.139999,84.215714,84.618568,76.214638,84344400
2014-04-30,84.662857,85.632858,84.257141,84.298569,75.926430,114160200
2014-05-01,84.571426,84.971428,83.765717,84.497147,76.105309,61012000
2014-05-02,84.620003,84.885712,84.244286,84.654289,76.246811,47878600
2014-05-05,84.305717,85.857140,84.285713,85.851425,77.325050,71766800
2014-05-06,85.971428,86.344284,84.915718,84.915718,76.482285,93641100
2014-05-07,85.035713,85.327141,83.961426,84.618568,76.214638,70716100
2014-05-08,84.035713,84.915718,83.771431,83.998573,76.078789,57574300
2014-05-09,83.505714,83.750000,82.904289,83.648575,75.761787,72899400
2014-05-12,83.927139,84.808571,83.914284,84.690002,76.705040,53302200
2014-05-13,84.571426,84.934288,84.385712,84.822861,76.825363,39934300
2014-05-14,84.632858,85.342857,84.534286,84.838570,76.839584,41601000
2014-05-15,84.957146,85.228569,84.005714,84.117142,76.186157,57711500
2014-05-16,84.089996,85.361427,83.628571,85.358574,77.310577,69064100
2014-05-19,85.407143,86.761429,85.332855,86.370003,78.226646,79438800
2014-05-20,86.358574,86.628571,85.818573,86.387146,78.242142,58709000
2014-05-21,86.261429,86.671425,86.008568,86.615715,78.449181,49214900
2014-05-22,86.657143,87.121429,86.300003,86.752853,78.573387,50190000
2014-05-23,86.750000,87.818573,86.638573,87.732857,79.460983,58052400
2014-05-27,87.982857,89.408569,87.947144,89.375717,80.948952,87216500
2014-05-28,89.431427,89.975716,89.111427,89.144287,80.739334,78870400
2014-05-29,89.692856,90.981430,89.681427,90.768570,82.210480,94118500
2014-05-30,91.139999,92.024284,89.842857,90.428574,81.902557,141005200
2014-06-02,90.565712,90.690002,88.928574,89.807144,81.339699,92337700
2014-06-03,89.779999,91.248573,89.750000,91.077141,82.489952,73177300
2014-06-04,91.062859,92.555717,90.872856,92.117142,83.431915,83870500
2014-06-05,92.314285,92.767143,91.801430,92.478569,83.759270,75951400
2014-06-06,92.842857,93.037140,92.067146,92.224289,83.528938,87484600
2014-06-09,92.699997,93.879997,91.750000,93.699997,84.865509,75415000
2014-06-10,94.730003,95.050003,93.570000,94.250000,85.363655,62777000
2014-06-11,94.129997,94.760002,93.470001,93.860001,85.010437,45681000
2014-06-12,94.040001,94.120003,91.900002,92.290001,83.588470,54749000
2014-06-13,92.199997,92.440002,90.879997,91.279999,82.673691,54525000
2014-06-16,91.510002,92.750000,91.449997,92.199997,83.506935,35561000
2014-06-17,92.309998,92.699997,91.800003,92.080002,83.398270,29726000
2014-06-18,92.269997,92.290001,91.349998,92.180000,83.488853,33514000
2014-06-19,92.290001,92.300003,91.339996,91.860001,83.199013,35528000
2014-06-20,91.849998,92.550003,90.900002,90.910004,82.338593,100898000
2014-06-23,91.320000,91.620003,90.599998,90.830002,82.266121,43694000
2014-06-24,90.750000,91.739998,90.190002,90.279999,81.767960,39036000
2014-06-25,90.209999,90.699997,89.650002,90.360001,81.840439,36869000
2014-06-26,90.370003,91.050003,89.800003,90.900002,82.329529,32629000
2014-06-27,90.820000,92.000000,90.769997,91.980003,83.307701,64029000
2014-06-30,92.099998,93.730003,92.089996,92.930000,84.168129,49482300
2014-07-01,93.519997,94.070000,93.129997,93.519997,84.702461,38223000
2014-07-02,93.870003,94.059998,93.089996,93.480003,84.666267,28465000
2014-07-03,93.669998,94.099998,93.199997,94.029999,85.164391,22891800
2014-07-07,94.139999,95.989998,94.099998,95.970001,86.921494,56468000
2014-07-08,96.269997,96.800003,93.919998,95.349998,86.359947,65222000
2014-07-09,95.440002,95.949997,94.760002,95.389999,86.396164,36436000
2014-07-10,93.760002,95.550003,93.519997,95.040001,86.079193,39686000
2014-07-11,95.360001,95.889999,94.860001,95.220001,86.242210,34018000
2014-07-14,95.860001,96.889999,95.650002,96.449997,87.356232,42810000
2014-07-15,96.800003,96.849998,95.029999,95.320000,86.332787,45477900
2014-07-16,96.970001,97.099998,94.739998,94.779999,85.843697,53396300
